رقم الحساب,العملة,اسم الحساب,المستوى,النوع,الحساب الرئيسي,التضمين,نوع التقرير
411101,"R.S,",ايرادات مبيعات المخزون السلعي,5,رئيسي,4111,=,الارباح والخسائر
4111010001,"R.S,",ايرادات مبيعات مخزون ......,6,فرعي,411101,=,الارباح والخسائر
412,"R.S,",ايرادات مرتبطة بالنشاط,3,رئيسي,41,=,الارباح والخسائر
4121,"R.S,",ايرادات عرضية,4,رئيسي,412,=,الارباح والخسائر
412101,"R.S,",ايرادات مشتريات الكميات المجانية,5,رئيسي,4121,=,الارباح والخسائر
4121010001,"R.S,",ايرادات الكميات المجانية مخزون ....,6,فرعي,412101,=,الارباح والخسائر
4121010002,"R.S,",تكلفة مردو مبيعات الكميات المجانية,6,فرعي,412101,=,الارباح والخسائر
412102,"R.S,",ايرادات الخصم المكتسب,5,رئيسي,4121,=,الارباح والخسائر
4121020001,"R.S,",الخصم المكتسب,6,فرعي,412102,=,الارباح والخسائر
413,"R.S,",ايرادات المبيعات المخزون الخدمي,3,رئيسي,41,=,الارباح والخسائر
42,"R.S,",ايرادات النشاط الاخرى,2,رئيسي,4,=,الارباح والخسائر
421,"R.S,",ايرادات اخرى ومتنوعة,3,رئيسي,42,=,الارباح والخسائر
4211,"R.S,",ايردات الاستثمارات,4,رئيسي,421,=,الارباح والخسائر
421101,"R.S,",ايرادات استثمارات مالية,5,رئيسي,4211,=,الارباح والخسائر
4211010001,"R.S,",ايرادات استثمارات مالية,6,فرعي,421101,=,الارباح والخسائر
4212,"R.S,",ايرادات متنوعة اخرى,4,رئيسي,421,=,الارباح والخسائر
421202,"R.S,",الايرادات المتنوعة,5,رئيسي,4212,=,الارباح والخسائر
4212020007,"R.S,",فائض الصناديق,6,فرعي,421202,=,الارباح والخسائر
4212020005,"R.S,",إيرادات رسمالية,6,فرعي,421202,=,الارباح والخسائر
4212020001,"R.S,",ارباح بيع اوارق مالية,6,فرعي,421202,=,الارباح والخسائر
4212020003,"R.S,",ايرادات عمولات,6,فرعي,421202,=,الارباح والخسائر
4212020008,"R.S,",ايراد غياب الموظف,6,فرعي,421202,=,الارباح والخسائر
4212020004,"R.S,",ايرادات بيع مخلفات,6,فرعي,421202,=,الارباح والخسائر
4212020002,"R.S,",ايرادات فروق عملة,6,فرعي,421202,=,الارباح والخسائر
4212020006,"R.S,",ايرادات ايجارات,6,فرعي,421202,=,الارباح والخسائر
